#Redshift	SFRD(asy)	perr	nerr
2.1	0.037964796377520774	0.006281229305898667	0.00507599
2.9	0.03809716254391565	0.007257509586848981	0.00620851
3.8	0.035963167900742214	0.006194748383850146	0.00503618
4.9	0.02136512580040418	0.005863166579948124	0.00438543
5.9	0.015878746782054566	0.005267319647142842	0.00369114
6.8	0.009318709099376588	0.0056231023215622174	0.00321324
7.9	0.00547594404200585	0.009748739933374467	0.00322831
