#Name_of_the_paper	Z_down	Z_up	SFRD	SFRD_err
Gruppioni_et_al_2020	0.5	1.5	0.12060183737292715	0.11527120256903826
Gruppioni_et_al_2020	1.5	2.5	0.12161753527161745	0.09689267021267833
Gruppioni_et_al_2020	2.5	3.5	0.17831875820076948	0.08565971996570622
Gruppioni_et_al_2020	3.5	4.5	2.428378769591845	186.5752143442358
Gruppioni_et_al_2020	4.5	6.0	16.511999199693214	2046.7615400279562
