#z	 z_err	 M* 	 M*_err	 Phi* 	 Phi*_err	 Alpha	 Alpha_err	 NameOfPaper
0.92	1.33	-19.62	0.06	29.6e-4	1.5e-4	-1.48	0.315	Dahlen_et_al._2007	2.03
1.62	1.88	-20.24	0.315	31.1e-4	16.15e-4	-1.48	0.315	Dahlen_et_al._2007	2.03
2.08	2.37	-19.87	0.18	33.2e-4	9.65	-1.48	0.315	Dahlen_et_al._2007	2.03
