#z	 z_err	 M* 	 M*_err	 Phi* 	 Phi*_err	 Alpha	 Alpha_err	 NameOfPaper
7	0	-20.14	0.42	0.000769	0.00049	-1.87	0.175	Schenker_et_al._2013	0.10
8	0	-20.44	0.41	0.000427	0.00038	-1.94	0.225	Schenker_et_al._2013	0.0
