#z	z_err	alp	alp_err	lst	lst_err	sig	sig_err	phi	phi_err
0.03	0	1.23	0.04	7.4e42	1.46e42	0.724	0.001	0.00805	0.000929	Takeuchi_et_al_2003
0.03	0	1.23	0.04	7.4e42	1.46e42	0.724	0.001	0.00805	0.000929	Takeuchi_et_al_2003
